x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,dots,Character
0.18425116652691662,0.1840549085875599,0.18380395425072693,0.1835128111635973,0.18319598697335063,0.1828679893271665,0.18254332587222452,0.18223650425570437,0.1819620321247846,0.1817530337464486,0.18168514934626356,0.18164423602014917,0.1817168775261539,0.18181233054038812,0.18194878596797756,0.1821368167053244,0.18233610519349616,0.18248661653995682,0.1825693815005321,0.18259041061653783,0.1825471432575749,0.1825257778615179,0.1824448927608664,0.18238135801958555,0.18235307236692738,0.18237793453214302,0.1824738432444835,0.18265869723319994,0.18295039522754342,0.18336683595676503,0.12457223730453222,0.1268450347626112,0.12936007343695172,0.132103599989981,0.13506186108412618,0.1382211033818145,0.1415675735454731,0.14508751823752916,0.14876718412040912,0.15268862209507117,0.15639989192819737,0.16065166350057317,0.16443128726869274,0.16923743299181346,0.17328452273932132,0.17831627661832275,0.18257631487793935,0.18795317194674044,0.19245868705210178,0.19809640407446522,0.20252519942072775,0.20832174976214538,0.21364511199572273,0.21867689765849485,0.22328543671722842,0.227339059138689,0.23070609488964194,0.23325487393685285,0.2348537262470872,0.23537098178711055,0,1
0.22160628098870275,0.22740727637374625,0.23168860775307262,0.23449224157071383,0.2358601442707015,0.2358342822970676,0.23445662209384377,0.23176913010506192,0.22781377277475254,0.22140254875843082,0.21581676612699047,0.20787617386504165,0.19938631419013278,0.18928021173977394,0.1790379010669199,0.16783233789271257,0.15725845519122042,0.14640784246398603,0.137378260772283,0.1287044322989149,0.12090889815748146,0.11415013574626029,0.10858662246352825,0.10437683570756223,0.10167925287663909,0.10065235136903568,0.10145460858302888,0.16468502215430736,0.16468502215430736,0.16468502215430736,0.16678583628073884,0.1673185975251232,0.16835823234557562,0.1698183262664453,0.17161246481208134,0.1736542335068329,0.17585721787504907,0.17813500344107905,0.18040117572927097,0.18254861774399983,0.18444721805240613,0.18602979545937326,0.18716957478708834,0.18796310400333674,0.18836331262536848,0.1883209980507937,0.18791755715044764,0.18729076497510916,0.1863287254527889,0.18496415575174752,0.18336293243460425,0.18156455725645484,0.17960853197239426,0.17753435833751738,0.17538153810691903,0.17318957303569416,0.1709979648789376,0.2075694826436896,0.2075694826436896,0.2075694826436896,1,2
0.2357322140272013,0.2431519549332503,0.2478420166863353,0.24999661856728955,0.24980997985694625,0.24747631983613866,0.2431898577857,0.23714481298646353,0.2295354047192614,0.21941830992645323,0.21002027533253462,0.19840270979637276,0.18674805377521875,0.1741355773172019,0.1622886141395091,0.15054803146292556,0.14029680866565625,0.13054950320980693,0.12303978227819287,0.11647484376936514,0.11077930968071152,0.10589164597099941,0.10175031859899566,0.09829379352346702,0.09546053670318035,0.09318901409690238,0.09141769166339993,0.16096579943986622,0.1724606816193328,0.18197074063560362,0.16390593922432814,0.1661275781176586,0.16848285144579855,0.17092384901405594,0.17340266062773882,0.17587137609215514,0.1782820852126129,0.18058687779442012,0.18273784364288387,0.18484072290628709,0.18644137927287602,0.18766798155872835,0.18856521874808882,0.1890891013820617,0.1891800274420786,0.18873718225223035,0.18783247721108923,0.1865716449744647,0.18493279170310872,0.18297482986597619,0.18083918388746806,0.17859207694375398,0.17629973221100265,0.17402837286538275,0.17184422208306294,0.1698135030402119,0.1680024389129983,0.21209816471149126,0.20405891052067737,0.21289804201365511,3,3
0.2418967916144563,0.24640207191772415,0.24925534141998637,0.2505153044029495,0.25024066514832005,0.24849012793780476,0.24532239705311004,0.24079617677594256,0.23497017138800758,0.2275926302879824,0.21916128459104475,0.20970515700008488,0.19850891861320663,0.18715501705449372,0.1744588144852741,0.16236938701806145,0.1492162424756802,0.1375713347094316,0.125595958433263,0.11619210039459674,0.10711809550639645,0.099099390590283,0.09225866186089524,0.08671858553287137,0.08260183782084958,0.08003109493946806,0.07912903310336497,0.08001832852717858,0.15169004627142274,0.16250263779378127,0.16417721508100425,0.16736680440597218,0.17054952304438054,0.17368655445826464,0.17673908210965988,0.17966828946060173,0.18243535997312554,0.18500147710926673,0.18732782433105966,0.18925802829926378,0.1909680216043423,0.19225209407740532,0.1931914620742269,0.19367700985082698,0.1939356116078519,0.1936717337597467,0.1932810475375863,0.19239488333791127,0.1913929644717426,0.1899300493203001,0.18827701435020744,0.1863972926642825,0.18431448861429728,0.18205220655202292,0.17963405082923045,0.17708362579769096,0.17442453580917547,0.1716803852154551,0.16320808023976902,0.160978123627345,2,4
0.2188471245893811,0.23278998928513844,0.2419754051153304,0.2468166935362724,0.24772717600427996,0.24512017397566846,0.23940900890675337,0.2310070022538501,0.220327475473273,0.2067610540237661,0.19303328155631153,0.17872527482432835,0.16253790338076265,0.14642239656872966,0.13096906887570797,0.11676823478917522,0.10441020879660899,0.09448530538548687,0.08758383904328636,0.08429612425748519,0.161068488583915,0.16573926257199548,0.16091813624960533,0.1609544044816323,0.16040906710457592,0.1628766744534964,0.1698041839453864,0.1732952908799401,0.17570248841171943,0.15921899808676204,0.17879103982536418,0.18043778411938938,0.18282605296985371,0.18577829079953237,0.1891169420312004,0.19266445108763303,0.19624326239160536,0.19967582036589251,0.20278456943326856,0.20532144498896668,0.20682515851031458,0.20727447158305629,0.20664690571203442,0.2053280607354963,0.20336347482443387,0.2007986861498379,0.19767923288269912,0.19405065319400835,0.1899584852547563,0.18544826723593374,0.13943549913133402,0.13343407892792766,0.14932122776827386,0.15781600740271243,0.161529902400537,0.15795715365130034,0.1514817543547474,0.15571434611618862,0.1538663730117345,0.16475619477850126,1,5
0.23567730918930263,0.2418665089401829,0.24605428354656816,0.24832650488961056,0.2487690448504621,0.24746777531027503,0.24450856815020136,0.23997729525139327,0.23395982849500158,0.22569694200481075,0.21749524711415918,0.20691964226419185,0.1956779233875886,0.18298516369688073,0.1702667956634928,0.15714763579274538,0.14497832934200286,0.13283066356706505,0.12237303269732806,0.11249926887857901,0.10363229885334613,0.09591823371427131,0.08950318455399585,0.08453326246516103,0.08115457854040813,0.07951324387237833,0.07975536955371301,0.1570564229755064,0.1624305868238655,0.1740172018755839,0.16833093350424438,0.1715089877484109,0.1745170696820789,0.17734233301435384,0.17997193145434126,0.18239301871114652,0.18459274849387516,0.1865582745116326,0.18827675047352327,0.18972380578294276,0.1908532110895915,0.19167950240216003,0.1922136746048353,0.19255581802831323,0.19269449829089558,0.1926509639250528,0.19245459191026215,0.19198386339426976,0.19109694460510404,0.19011389017261604,0.18886984820853184,0.18735466854863317,0.1855582010287008,0.1834702954845155,0.18108080175185795,0.17837956966650895,0.17535644906424924,0.15508182277282245,0.16342904916075693,0.14623644976328953,3,6
0.14320395126881313,0.14461497229555853,0.1469001852843968,0.1498149054671197,0.15311444807551888,0.15655412834138602,0.1598892614965128,0.16287516277269087,0.16526714740171114,0.16753288436277475,0.16426277082507645,0.1614675364721974,0.15696394583133022,0.15352660810002405,0.15102647644162548,0.15213960511152605,0.1558421998501465,0.16381625881917444,0.17316739693727642,0.18568399288362336,0.19891716321488756,0.21223689256612369,0.22501316557238565,0.2366159668687272,0.24641528109020244,0.253781092871865,0.25808338684876897,0.19438773268885318,0.19438773268885318,0.19438773268885318,0.16242949321265857,0.15736944732308814,0.15302189008924016,0.14946537523601117,0.14677845648829776,0.14503968757099656,0.14432762220900403,0.1447208141272168,0.14629781705053058,0.14995488497053777,0.15478349106252992,0.16131193654853845,0.16907434924612183,0.1783037831443809,0.188385348924247,0.19863744545902484,0.20793212675602704,0.21556102565305593,0.22053898450723403,0.22396754087328458,0.2252365326852094,0.22407880790112786,0.22022721447915813,0.21341460037741836,0.2033738135540268,0.18983770196710165,0.1725391135747611,0.18155698680843305,0.18155698680843305,0.18155698680843305,1,7
0.13346629806624813,0.13601155368169016,0.1387874414118041,0.1416580328816587,0.14448739971632266,0.1471396135408646,0.14947874598035327,0.15136886865985735,0.15267405320444474,0.15423926309368086,0.14983864873090127,0.14670552236335552,0.1426281768290768,0.14058319665515723,0.14030985238412566,0.14499037931647873,0.15275102872861768,0.1653457721595537,0.17878843178144144,0.1957629292058799,0.21274214319419724,0.22875441493699705,0.24282808562488176,0.2539914964484541,0.26127298859831666,0.263700903265072,0.2603035816393226,0.18745604668385468,0.20719194145933165,0.1975685895251129,0.16305760121497803,0.1539486780431989,0.1464921351634056,0.1407001384402247,0.1365848537382827,0.13415844692220616,0.13343308385662167,0.13442093040615574,0.13713415243543423,0.14279014985268948,0.14992528331930086,0.1591920359891132,0.16965812304105088,0.18144780719123874,0.19352163779903664,0.20496472009232342,0.2143757428971679,0.22116004263390124,0.2245459348134424,0.22564165933124158,0.2246913537960545,0.2217354456055882,0.21681436215754826,0.20996853084964046,0.2012383790795706,0.1906643342450442,0.1782868237437671,0.18594321611805226,0.18922262596502648,0.20439557140243803,3,8
0.14621565027868663,0.14127418263291125,0.13993052395648703,0.14151752094463674,0.14536802029258325,0.15081486869554941,0.15719091284875802,0.1638289994474319,0.17006197518679309,0.1746021540715853,0.17398498304244697,0.17182506753208296,0.16770699906872436,0.16177064736410257,0.15514687252268822,0.14922313738931664,0.14591928868392115,0.14540001633742217,0.14926654777348516,0.15622251982161817,0.1671174756815638,0.1785818502299867,0.192755663406389,0.2074147367682781,0.2218972031295718,0.23554119530418685,0.24768484610603977,0.2576662883490474,0.26482365484712633,0.26849507841419323,0.1605353976234435,0.15632764288733436,0.15247157536118483,0.14906259019612808,0.1461960825432975,0.14396744755382623,0.14247208037884762,0.1418053761694949,0.14206273007690062,0.14392555945195246,0.14649829616678808,0.1505741769572666,0.1557507131987302,0.162384979757371,0.17041823977061774,0.17964259222815185,0.18950655316811305,0.19928959027347412,0.20841425406221342,0.2159921228157557,0.22194075044353828,0.2252184191156274,0.2269298516284185,0.22674677814365846,0.2245567377382784,0.22024726948920853,0.2137059124733789,0.20482020576771956,0.19347768844916063,0.17956589959463223,0,9
0.14619899532089764,0.14503455001490698,0.14582387751043802,0.14815230200642007,0.15160514770178238,0.15576773879545425,0.16022539948636497,0.16456345397344374,0.16836722645561902,0.1710914570096538,0.16815120722579308,0.16529610542307122,0.16082968666810368,0.15712448707064255,0.1538606571703463,0.1544334599873508,0.15788112684218877,0.1659436774148264,0.17568521726440062,0.18950244507268812,0.2040110115754427,0.21841539150602376,0.23192005959778988,0.24372949058409996,0.25304815919831236,0.2590805401737859,0.2610311082438792,0.16535946756646405,0.16535946756646405,0.16535946756646405,0.16592538501899107,0.16033918515996173,0.155517606940422,0.15154804075890035,0.14851787701392535,0.14651450610402547,0.14562531842772922,0.14593770438356507,0.14753905437006076,0.1514827081085819,0.15657790722376247,0.16373839836356255,0.17218108264406995,0.1819506425123291,0.19239136829116207,0.2030126796592785,0.2125337805565755,0.2204146998123214,0.22549161110009544,0.22880827970232162,0.23010473524490524,0.22920581761243186,0.2259363666894858,0.22012122236065146,0.21158522451051326,0.20015321302365566,0.1856500277846629,0.13579856677138127,0.13579856677138127,0.13579856677138127,1,10
